Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(Order),Diff(order and del),Days,Hour(delivery_time),Product.Price (INR),Revenu,Order_Days,Order_Date (Month Index),Order_Date (Month),0
705,C004,7,1,2023-03-05,6:18:01 PM,2023-03-14,5:57:09 PM,Pimpri-Chinchwad,Holi,March,18,9,9,17,409,409,Sunday,3,Mar,
708,C002,62,3,2023-03-03,10:59:15 AM,2023-03-12,5:05:35 AM,Ozhukarai,Holi,March,10,9,9,5,1356,4068,Friday,3,Mar,
722,C044,13,5,2023-03-02,5:30:25 PM,2023-03-08,8:06:58 AM,Mathura,Holi,March,17,6,6,8,1141,5705,Thursday,3,Mar,
725,C035,35,3,2023-03-06,11:23:18 PM,2023-03-11,8:03:47 PM,Kishanganj,Holi,March,23,5,5,20,1865,5595,Monday,3,Mar,
738,C098,16,5,2023-03-03,4:23:38 PM,2023-03-09,1:36:32 AM,Maheshtala,Holi,March,16,6,6,1,1721,8605,Friday,3,Mar,
746,C051,35,2,2023-03-02,5:23:29 AM,2023-03-06,6:24:41 AM,Parbhani,Holi,March,5,4,4,6,1865,3730,Thursday,3,Mar,
747,C009,6,4,2023-03-06,3:43:24 AM,2023-03-11,4:38:35 PM,Dhanbad,Holi,March,3,5,5,16,1112,4448,Monday,3,Mar,
748,C079,26,1,2023-03-06,11:13:52 AM,2023-03-07,8:26:40 PM,Tenali,Holi,March,11,1,1,20,289,289,Monday,3,Mar,
763,C070,29,4,2023-03-02,3:22:09 PM,2023-03-04,4:30:07 AM,Nellore,Holi,March,15,2,2,4,1252,5008,Thursday,3,Mar,
767,C077,13,2,2023-03-03,2:21:13 AM,2023-03-04,12:14:53 AM,Rohtak,Holi,March,2,1,1,0,1141,2282,Friday,3,Mar,
772,C085,35,5,2023-03-01,5:03:06 AM,2023-03-04,8:20:05 AM,Machilipatnam,Holi,March,5,3,3,8,1865,9325,Wednesday,3,Mar,
786,C003,47,1,2023-03-05,10:47:05 PM,2023-03-07,7:16:53 AM,Kirari Suleman Nagar,Holi,March,22,2,2,7,1638,1638,Sunday,3,Mar,
794,C079,13,4,2023-03-04,5:11:58 PM,2023-03-09,2:51:06 PM,Shimoga,Holi,March,17,5,5,14,1141,4564,Saturday,3,Mar,
795,C070,7,1,2023-03-03,5:58:36 PM,2023-03-07,10:17:46 PM,Ujjain,Holi,March,17,4,4,22,409,409,Friday,3,Mar,
797,C047,13,2,2023-03-03,8:57:50 PM,2023-03-10,4:29:03 AM,Tiruvottiyur,Holi,March,20,7,7,4,1141,2282,Friday,3,Mar,
801,C058,35,1,2023-03-07,7:15:48 PM,2023-03-15,6:35:12 AM,Dindigul,Holi,March,19,8,8,6,1865,1865,Tuesday,3,Mar,
803,C040,26,1,2023-03-03,12:03:48 PM,2023-03-10,2:50:05 AM,Sambalpur,Holi,March,12,7,7,2,289,289,Friday,3,Mar,
809,C062,35,1,2023-03-07,7:50:47 PM,2023-03-17,1:51:34 AM,Ludhiana,Holi,March,19,10,10,1,1865,1865,Tuesday,3,Mar,
814,C094,47,5,2023-03-05,1:59:20 AM,2023-03-14,4:41:16 AM,Kumbakonam,Holi,March,1,9,9,4,1638,8190,Sunday,3,Mar,
826,C077,16,5,2023-03-02,8:02:07 PM,2023-03-08,6:16:18 AM,Udaipur,Holi,March,20,6,6,6,1721,8605,Thursday,3,Mar,
833,C002,26,3,2023-03-05,12:40:48 AM,2023-03-13,1:40:17 AM,Shahjahanpur,Holi,March,0,8,8,1,289,867,Sunday,3,Mar,
841,C041,26,5,2023-03-07,6:16:00 AM,2023-03-12,11:16:39 PM,Bhalswa Jahangir Pur,Holi,March,6,5,5,23,289,1445,Tuesday,3,Mar,
848,C005,6,1,2023-03-06,4:52:57 PM,2023-03-10,10:26:48 PM,Shimla,Holi,March,16,4,4,22,1112,1112,Monday,3,Mar,
851,C030,13,3,2023-03-06,11:31:57 AM,2023-03-10,6:17:54 PM,Singrauli,Holi,March,11,4,4,18,1141,3423,Monday,3,Mar,
862,C049,6,4,2023-03-07,5:51:14 AM,2023-03-15,8:23:47 AM,Shimoga,Holi,March,5,8,8,8,1112,4448,Tuesday,3,Mar,
872,C094,13,2,2023-03-05,8:27:57 PM,2023-03-10,1:32:23 AM,Bokaro,Holi,March,20,5,5,1,1141,2282,Sunday,3,Mar,
875,C011,13,1,2023-03-05,9:22:31 PM,2023-03-14,7:57:46 PM,Purnia,Holi,March,21,9,9,19,1141,1141,Sunday,3,Mar,
888,C014,69,3,2023-03-06,11:34:43 AM,2023-03-11,3:14:09 PM,Gandhinagar,Holi,March,11,5,5,15,998,2994,Monday,3,Mar,
915,C014,35,1,2023-03-06,9:12:40 PM,2023-03-14,5:32:37 AM,Uluberia,Holi,March,21,8,8,5,1865,1865,Monday,3,Mar,
948,C061,26,3,2023-03-04,6:21:51 PM,2023-03-07,1:11:26 PM,Dehradun,Holi,March,18,3,3,13,289,867,Saturday,3,Mar,
958,C009,16,3,2023-03-07,2:02:57 PM,2023-03-14,10:04:41 PM,Bihar Sharif,Holi,March,14,7,7,22,1721,5163,Tuesday,3,Mar,
963,C025,29,1,2023-03-03,8:44:19 AM,2023-03-06,10:36:46 AM,Phagwara,Holi,March,8,3,3,10,1252,1252,Friday,3,Mar,
965,C080,62,1,2023-03-02,3:15:10 AM,2023-03-06,5:20:22 PM,Amaravati,Holi,March,3,4,4,17,1356,1356,Thursday,3,Mar,
966,C061,13,2,2023-03-01,2:21:06 AM,2023-03-10,10:22:53 AM,Nellore,Holi,March,2,9,9,10,1141,2282,Wednesday,3,Mar,
971,C027,47,1,2023-03-02,4:02:13 AM,2023-03-10,7:17:36 PM,Sultan Pur Majra,Holi,March,4,8,8,19,1638,1638,Thursday,3,Mar,
975,C077,62,2,2023-03-04,12:26:32 AM,2023-03-12,8:03:42 AM,Sultan Pur Majra,Holi,March,0,8,8,8,1356,2712,Saturday,3,Mar,
977,C005,47,2,2023-03-05,12:33:31 PM,2023-03-07,11:39:44 PM,Rajpur Sonarpur,Holi,March,12,2,2,23,1638,3276,Sunday,3,Mar,
6,C040,28,4,2023-08-20,10:11:35 PM,2023-08-26,7:06:46 PM,Sirsa,Raksha Bandhan,August,22,6,6,19,1778,7112,Sunday,8,Aug,
9,C044,27,4,2023-08-20,11:39:51 PM,2023-08-29,11:59:54 PM,Rajkot,Raksha Bandhan,August,23,9,9,23,548,2192,Sunday,8,Aug,
27,C063,9,2,2023-08-22,11:16:28 AM,2023-08-30,7:59:12 AM,Raipur,Raksha Bandhan,August,11,8,8,7,1605,3210,Tuesday,8,Aug,
52,C023,9,1,2023-08-29,7:55:22 PM,2023-09-07,4:22:02 AM,Hospet,Raksha Bandhan,August,19,9,9,4,1605,1605,Tuesday,8,Aug,
53,C045,9,5,2023-08-20,8:25:45 AM,2023-08-27,5:59:31 AM,Kozhikode,Raksha Bandhan,August,8,7,7,5,1605,8025,Sunday,8,Aug,
71,C013,9,5,2023-08-20,4:32:06 PM,2023-08-28,1:31:32 PM,Karnal,Raksha Bandhan,August,16,8,8,13,1605,8025,Sunday,8,Aug,
15,C069,21,5,2023-08-26,2:52:39 AM,2023-08-30,1:26:45 PM,Pune,Raksha Bandhan,August,2,4,4,13,1561,7805,Saturday,8,Aug,
68,C050,34,4,2023-08-25,10:43:58 PM,2023-08-31,9:31:14 PM,Ahmedabad,Raksha Bandhan,August,22,6,6,21,1335,5340,Friday,8,Aug,
83,C036,27,4,2023-08-23,7:12:01 PM,2023-09-02,2:44:00 PM,Asansol,Raksha Bandhan,August,19,10,10,14,548,2192,Wednesday,8,Aug,
117,C033,59,3,2023-08-20,6:50:05 PM,2023-08-22,3:43:01 AM,Loni,Raksha Bandhan,August,18,2,2,3,811,2433,Sunday,8,Aug,
145,C055,59,5,2023-08-29,4:52:56 PM,2023-09-03,1:04:25 PM,Kumbakonam,Raksha Bandhan,August,16,5,5,13,811,4055,Tuesday,8,Aug,
150,C092,27,5,2023-08-26,7:18:17 AM,2023-08-29,4:56:13 PM,Bidar,Raksha Bandhan,August,7,3,3,16,548,2740,Saturday,8,Aug,
162,C050,55,3,2023-08-27,6:14:31 AM,2023-09-05,3:53:45 PM,Barasat,Raksha Bandhan,August,6,9,9,15,1904,5712,Sunday,8,Aug,
180,C058,55,2,2023-08-24,4:40:33 PM,2023-08-27,8:45:14 AM,Nellore,Raksha Bandhan,August,16,3,3,8,1904,3808,Thursday,8,Aug,
192,C060,64,5,2023-08-20,12:28:32 PM,2023-08-21,2:11:18 AM,Vijayanagaram,Raksha Bandhan,August,12,1,1,2,1878,9390,Sunday,8,Aug,
201,C004,55,4,2023-08-24,4:40:14 AM,2023-08-30,3:52:28 AM,Dewas,Raksha Bandhan,August,4,6,6,3,1904,7616,Thursday,8,Aug,
203,C039,9,5,2023-08-29,5:39:00 AM,2023-09-08,10:40:14 PM,Vijayanagaram,Raksha Bandhan,August,5,10,10,22,1605,8025,Tuesday,8,Aug,
217,C042,53,4,2023-08-27,3:04:34 AM,2023-08-30,4:42:19 PM,Rajkot,Raksha Bandhan,August,3,3,3,16,1672,6688,Sunday,8,Aug,
221,C076,28,4,2023-08-21,2:11:04 AM,2023-08-30,2:00:35 PM,Naihati,Raksha Bandhan,August,2,9,9,14,1778,7112,Monday,8,Aug,
224,C028,34,1,2023-08-24,9:01:58 PM,2023-08-29,2:06:40 AM,Suryapet,Raksha Bandhan,August,21,5,5,2,1335,1335,Thursday,8,Aug,
230,C053,64,3,2023-08-27,8:27:50 AM,2023-09-01,1:35:49 AM,Mehsana,Raksha Bandhan,August,8,5,5,1,1878,5634,Sunday,8,Aug,
231,C093,64,3,2023-08-24,9:15:18 AM,2023-08-28,9:13:01 PM,Proddatur,Raksha Bandhan,August,9,4,4,21,1878,5634,Thursday,8,Aug,
232,C044,28,3,2023-08-22,12:06:09 PM,2023-08-23,9:00:02 AM,Nadiad,Raksha Bandhan,August,12,1,1,9,1778,5334,Tuesday,8,Aug,
233,C098,64,4,2023-08-26,10:15:19 PM,2023-08-30,4:07:39 AM,Nizamabad,Raksha Bandhan,August,22,4,4,4,1878,7512,Saturday,8,Aug,
237,C024,55,1,2023-08-26,9:23:53 AM,2023-08-30,8:19:20 AM,Sasaram,Raksha Bandhan,August,9,4,4,8,1904,1904,Saturday,8,Aug,
239,C088,27,3,2023-08-29,8:33:45 AM,2023-09-06,1:23:08 PM,Gurgaon,Raksha Bandhan,August,8,8,8,13,548,1644,Tuesday,8,Aug,
242,C012,21,1,2023-08-23,10:24:46 AM,2023-08-31,4:02:32 PM,Amroha,Raksha Bandhan,August,10,8,8,16,1561,1561,Wednesday,8,Aug,
257,C077,21,3,2023-08-22,3:42:59 PM,2023-08-24,10:39:39 PM,Chinsurah,Raksha Bandhan,August,15,2,2,22,1561,4683,Tuesday,8,Aug,
270,C084,21,5,2023-08-22,8:21:29 PM,2023-09-01,4:03:59 PM,Avadi,Raksha Bandhan,August,20,10,10,16,1561,7805,Tuesday,8,Aug,
277,C062,34,5,2023-08-23,7:16:40 PM,2023-08-29,3:50:18 PM,Bhilai,Raksha Bandhan,August,19,6,6,15,1335,6675,Wednesday,8,Aug,
288,C035,34,2,2023-08-21,3:58:58 PM,2023-08-23,8:42:36 PM,Ballia,Raksha Bandhan,August,15,2,2,20,1335,2670,Monday,8,Aug,
312,C044,9,1,2023-08-22,6:27:36 PM,2023-08-27,6:01:14 AM,Akola,Raksha Bandhan,August,18,5,5,6,1605,1605,Tuesday,8,Aug,
319,C044,64,1,2023-08-20,6:23:07 AM,2023-08-26,10:44:23 PM,Bikaner,Raksha Bandhan,August,6,6,6,22,1878,1878,Sunday,8,Aug,
325,C091,27,5,2023-08-25,6:30:45 PM,2023-09-04,8:02:37 PM,Amritsar,Raksha Bandhan,August,18,10,10,20,548,2740,Friday,8,Aug,
326,C088,34,3,2023-08-27,3:39:05 PM,2023-09-03,3:33:32 PM,Panchkula,Raksha Bandhan,August,15,7,7,15,1335,4005,Sunday,8,Aug,
330,C059,59,2,2023-08-24,8:25:09 PM,2023-09-01,12:26:20 PM,Shahjahanpur,Raksha Bandhan,August,20,8,8,12,811,1622,Thursday,8,Aug,
334,C066,53,1,2023-08-28,9:19:46 PM,2023-09-01,10:03:03 PM,Patiala,Raksha Bandhan,August,21,4,4,22,1672,1672,Monday,8,Aug,
336,C069,53,1,2023-08-20,4:32:24 AM,2023-08-25,7:54:17 PM,Tiruchirappalli,Raksha Bandhan,August,4,5,5,19,1672,1672,Sunday,8,Aug,
338,C087,21,3,2023-08-20,2:15:51 PM,2023-08-28,1:34:07 AM,Panchkula,Raksha Bandhan,August,14,8,8,1,1561,4683,Sunday,8,Aug,
341,C028,9,2,2023-08-20,2:54:35 PM,2023-08-30,10:32:13 PM,Ongole,Raksha Bandhan,August,14,10,10,22,1605,3210,Sunday,8,Aug,
344,C020,28,5,2023-08-29,5:06:22 PM,2023-09-03,6:28:07 AM,Tiruvottiyur,Raksha Bandhan,August,17,5,5,6,1778,8890,Tuesday,8,Aug,
347,C034,34,2,2023-08-29,9:46:21 AM,2023-09-08,8:37:09 AM,Shimoga,Raksha Bandhan,August,9,10,10,8,1335,2670,Tuesday,8,Aug,
352,C080,28,1,2023-08-23,11:49:45 PM,2023-09-02,9:14:52 AM,Bellary,Raksha Bandhan,August,23,10,10,9,1778,1778,Wednesday,8,Aug,
353,C089,55,2,2023-08-21,9:43:27 AM,2023-08-24,2:12:14 PM,Korba,Raksha Bandhan,August,9,3,3,14,1904,3808,Monday,8,Aug,
358,C040,55,1,2023-08-20,4:53:29 PM,2023-08-25,1:30:37 PM,Secunderabad,Raksha Bandhan,August,16,5,5,13,1904,1904,Sunday,8,Aug,
377,C013,55,4,2023-08-26,8:34:06 AM,2023-08-31,11:47:09 AM,Ghaziabad,Raksha Bandhan,August,8,5,5,11,1904,7616,Saturday,8,Aug,
401,C089,9,5,2023-08-29,7:53:33 PM,2023-09-04,7:19:07 AM,Bharatpur,Raksha Bandhan,August,19,6,6,7,1605,8025,Tuesday,8,Aug,
404,C055,21,5,2023-08-22,7:55:20 AM,2023-08-24,10:27:19 PM,South Dumdum,Raksha Bandhan,August,7,2,2,22,1561,7805,Tuesday,8,Aug,
406,C049,55,4,2023-08-25,3:59:17 PM,2023-09-02,6:23:53 AM,Srikakulam,Raksha Bandhan,August,15,8,8,6,1904,7616,Friday,8,Aug,
413,C050,59,5,2023-08-22,5:32:17 AM,2023-08-30,8:21:11 PM,Amritsar,Raksha Bandhan,August,5,8,8,20,811,4055,Tuesday,8,Aug,
418,C069,64,3,2023-08-24,1:17:22 PM,2023-09-01,11:37:10 AM,Karimnagar,Raksha Bandhan,August,13,8,8,11,1878,5634,Thursday,8,Aug,
422,C044,53,2,2023-08-20,3:03:58 AM,2023-08-29,4:05:39 AM,Eluru,Raksha Bandhan,August,3,9,9,4,1672,3344,Sunday,8,Aug,
429,C007,9,5,2023-08-22,10:46:57 PM,2023-08-31,12:43:52 PM,Bahraich,Raksha Bandhan,August,22,9,9,12,1605,8025,Tuesday,8,Aug,
430,C045,27,2,2023-08-27,7:20:30 AM,2023-08-31,10:03:32 AM,Rourkela,Raksha Bandhan,August,7,4,4,10,548,1096,Sunday,8,Aug,
435,C017,53,4,2023-08-22,5:27:30 PM,2023-08-27,12:35:14 PM,Mira-Bhayandar,Raksha Bandhan,August,17,5,5,12,1672,6688,Tuesday,8,Aug,
437,C010,55,1,2023-08-24,6:30:47 AM,2023-08-27,10:56:38 PM,Uluberia,Raksha Bandhan,August,6,3,3,22,1904,1904,Thursday,8,Aug,
438,C037,34,2,2023-08-26,9:27:17 AM,2023-08-27,3:18:31 AM,Tadepalligudem,Raksha Bandhan,August,9,1,1,3,1335,2670,Saturday,8,Aug,
453,C032,27,2,2023-08-21,10:11:39 AM,2023-08-31,12:28:21 PM,Varanasi,Raksha Bandhan,August,10,10,10,12,548,1096,Monday,8,Aug,
465,C029,55,5,2023-08-23,11:46:12 PM,2023-08-26,1:29:11 PM,Madurai,Raksha Bandhan,August,23,3,3,13,1904,9520,Wednesday,8,Aug,
467,C056,53,1,2023-08-28,2:18:44 PM,2023-09-02,3:20:11 PM,Gandhidham,Raksha Bandhan,August,14,5,5,15,1672,1672,Monday,8,Aug,
483,C007,59,2,2023-08-28,6:25:03 AM,2023-08-31,5:06:02 AM,Pallavaram,Raksha Bandhan,August,6,3,3,5,811,1622,Monday,8,Aug,
488,C025,21,4,2023-08-28,10:13:30 PM,2023-08-29,5:26:49 AM,Nizamabad,Raksha Bandhan,August,22,1,1,5,1561,6244,Monday,8,Aug,
497,C081,64,2,2023-08-29,8:14:01 PM,2023-09-01,4:42:56 AM,Alwar,Raksha Bandhan,August,20,3,3,4,1878,3756,Tuesday,8,Aug,
499,C031,59,1,2023-08-27,12:09:20 PM,2023-09-02,10:03:32 AM,Ichalkaranji,Raksha Bandhan,August,12,6,6,10,811,811,Sunday,8,Aug,
503,C020,34,1,2023-08-29,8:45:45 PM,2023-09-06,7:49:54 AM,Dehri,Raksha Bandhan,August,20,8,8,7,1335,1335,Tuesday,8,Aug,
506,C058,55,4,2023-08-27,8:52:04 AM,2023-09-02,11:43:24 AM,Thrissur,Raksha Bandhan,August,8,6,6,11,1904,7616,Sunday,8,Aug,
528,C001,27,3,2023-08-27,5:01:16 AM,2023-08-30,5:03:43 PM,Tirunelveli,Raksha Bandhan,August,5,3,3,17,548,1644,Sunday,8,Aug,
529,C013,64,2,2023-08-25,3:47:28 PM,2023-08-28,2:05:18 PM,Madurai,Raksha Bandhan,August,15,3,3,14,1878,3756,Friday,8,Aug,
531,C029,28,5,2023-08-29,1:32:08 PM,2023-09-07,8:43:11 AM,Dehradun,Raksha Bandhan,August,13,9,9,8,1778,8890,Tuesday,8,Aug,
536,C048,59,3,2023-08-25,3:14:52 PM,2023-08-30,11:13:10 AM,Kota,Raksha Bandhan,August,15,5,5,11,811,2433,Friday,8,Aug,
545,C083,9,5,2023-08-20,1:54:52 AM,2023-08-26,8:07:19 AM,Ratlam,Raksha Bandhan,August,1,6,6,8,1605,8025,Sunday,8,Aug,
549,C021,64,1,2023-08-22,7:29:43 PM,2023-09-01,2:29:10 AM,Erode,Raksha Bandhan,August,19,10,10,2,1878,1878,Tuesday,8,Aug,
558,C091,64,3,2023-08-22,12:42:58 AM,2023-08-25,12:24:52 AM,Muzaffarpur,Raksha Bandhan,August,0,3,3,0,1878,5634,Tuesday,8,Aug,
569,C027,53,2,2023-08-28,2:00:43 PM,2023-09-04,5:56:22 PM,Purnia,Raksha Bandhan,August,14,7,7,17,1672,3344,Monday,8,Aug,
576,C074,53,4,2023-08-20,7:04:37 AM,2023-08-26,8:01:59 AM,Aurangabad,Raksha Bandhan,August,7,6,6,8,1672,6688,Sunday,8,Aug,
584,C089,34,2,2023-08-23,7:39:30 AM,2023-08-27,4:10:28 PM,Eluru,Raksha Bandhan,August,7,4,4,16,1335,2670,Wednesday,8,Aug,
586,C068,64,5,2023-08-27,9:04:38 PM,2023-09-04,4:30:39 PM,Bilaspur,Raksha Bandhan,August,21,8,8,16,1878,9390,Sunday,8,Aug,
599,C004,34,1,2023-08-21,7:32:24 PM,2023-08-24,12:13:52 PM,Naihati,Raksha Bandhan,August,19,3,3,12,1335,1335,Monday,8,Aug,
608,C030,55,5,2023-08-28,8:30:15 PM,2023-09-01,7:14:20 AM,Etawah,Raksha Bandhan,August,20,4,4,7,1904,9520,Monday,8,Aug,
611,C056,28,2,2023-08-22,9:17:50 PM,2023-08-28,3:27:30 AM,Latur,Raksha Bandhan,August,21,6,6,3,1778,3556,Tuesday,8,Aug,
615,C020,28,3,2023-08-25,9:11:09 PM,2023-09-01,6:10:16 AM,Allahabad,Raksha Bandhan,August,21,7,7,6,1778,5334,Friday,8,Aug,
621,C070,64,3,2023-08-20,7:17:03 AM,2023-08-28,1:32:49 AM,Ahmedabad,Raksha Bandhan,August,7,8,8,1,1878,5634,Sunday,8,Aug,
624,C024,53,5,2023-08-29,9:19:59 AM,2023-09-01,8:29:54 AM,Ambala,Raksha Bandhan,August,9,3,3,8,1672,8360,Tuesday,8,Aug,
629,C032,28,5,2023-08-27,9:09:01 AM,2023-09-04,3:31:23 PM,Sangli-Miraj & Kupwad,Raksha Bandhan,August,9,8,8,15,1778,8890,Sunday,8,Aug,
636,C067,53,2,2023-08-25,7:18:26 AM,2023-09-02,3:33:45 AM,Panipat,Raksha Bandhan,August,7,8,8,3,1672,3344,Friday,8,Aug,
640,C089,59,3,2023-08-23,6:16:51 AM,2023-08-31,7:07:21 PM,Bathinda,Raksha Bandhan,August,6,8,8,19,811,2433,Wednesday,8,Aug,
647,C069,21,5,2023-08-25,5:00:25 PM,2023-08-26,1:29:04 AM,Anantapuram,Raksha Bandhan,August,17,1,1,1,1561,7805,Friday,8,Aug,
652,C032,21,2,2023-08-28,7:41:09 PM,2023-09-03,12:01:31 AM,Phagwara,Raksha Bandhan,August,19,6,6,0,1561,3122,Monday,8,Aug,
654,C019,64,2,2023-08-29,4:53:15 AM,2023-09-02,12:41:13 AM,Jhansi,Raksha Bandhan,August,4,4,4,0,1878,3756,Tuesday,8,Aug,
658,C061,21,3,2023-08-22,8:54:56 PM,2023-08-31,8:54:06 AM,Srikakulam,Raksha Bandhan,August,20,9,9,8,1561,4683,Tuesday,8,Aug,
668,C009,55,2,2023-08-21,10:09:53 AM,2023-08-30,4:32:49 PM,Ajmer,Raksha Bandhan,August,10,9,9,16,1904,3808,Monday,8,Aug,
683,C024,27,3,2023-08-23,9:26:58 PM,2023-08-30,7:25:08 PM,Surendranagar Dudhrej,Raksha Bandhan,August,21,7,7,19,548,1644,Wednesday,8,Aug,
698,C060,64,3,2023-08-29,8:44:11 PM,2023-09-06,3:00:13 PM,Ozhukarai,Raksha Bandhan,August,20,8,8,15,1878,5634,Tuesday,8,Aug,
703,C070,53,4,2023-08-23,4:19:39 PM,2023-09-01,6:12:05 AM,Khammam,Raksha Bandhan,August,16,9,9,6,1672,6688,Wednesday,8,Aug,
704,C061,55,4,2023-08-29,2:27:10 AM,2023-08-30,1:36:34 PM,Jalgaon,Raksha Bandhan,August,2,1,1,13,1904,7616,Tuesday,8,Aug,
709,C016,53,5,2023-08-29,4:38:05 AM,2023-09-07,5:29:15 PM,Kolkata,Raksha Bandhan,August,4,9,9,17,1672,8360,Tuesday,8,Aug,
726,C044,34,2,2023-08-21,7:10:31 PM,2023-08-31,6:54:28 PM,Hindupur,Raksha Bandhan,August,19,10,10,18,1335,2670,Monday,8,Aug,
730,C097,59,1,2023-08-22,2:04:03 AM,2023-08-25,10:39:30 PM,Sangli-Miraj & Kupwad,Raksha Bandhan,August,2,3,3,22,811,811,Tuesday,8,Aug,
731,C083,59,5,2023-08-25,12:01:20 PM,2023-09-02,11:02:31 AM,Bulandshahr,Raksha Bandhan,August,12,8,8,11,811,4055,Friday,8,Aug,
741,C072,53,5,2023-08-23,12:47:09 PM,2023-09-01,9:37:19 PM,Siwan,Raksha Bandhan,August,12,9,9,21,1672,8360,Wednesday,8,Aug,
742,C089,53,5,2023-08-24,7:50:07 PM,2023-08-26,3:58:06 PM,Panchkula,Raksha Bandhan,August,19,2,2,15,1672,8360,Thursday,8,Aug,
769,C029,28,2,2023-08-25,9:37:39 AM,2023-09-02,8:10:20 PM,Ongole,Raksha Bandhan,August,9,8,8,20,1778,3556,Friday,8,Aug,
771,C056,9,2,2023-08-26,5:00:07 PM,2023-09-01,10:54:16 AM,Vijayanagaram,Raksha Bandhan,August,17,6,6,10,1605,3210,Saturday,8,Aug,
783,C024,55,5,2023-08-28,4:31:27 AM,2023-08-29,5:10:51 AM,Visakhapatnam,Raksha Bandhan,August,4,1,1,5,1904,9520,Monday,8,Aug,
787,C069,9,1,2023-08-25,9:42:12 PM,2023-08-27,2:10:59 PM,Ambarnath,Raksha Bandhan,August,21,2,2,14,1605,1605,Friday,8,Aug,
788,C099,53,3,2023-08-24,4:58:58 AM,2023-08-27,8:56:52 AM,Durgapur,Raksha Bandhan,August,4,3,3,8,1672,5016,Thursday,8,Aug,
808,C002,9,2,2023-08-29,3:36:39 PM,2023-08-30,10:11:21 AM,Raurkela Industrial Township,Raksha Bandhan,August,15,1,1,10,1605,3210,Tuesday,8,Aug,
817,C066,21,2,2023-08-28,5:37:00 AM,2023-09-01,10:05:03 PM,Jalandhar,Raksha Bandhan,August,5,4,4,22,1561,3122,Monday,8,Aug,
819,C052,55,5,2023-08-22,1:05:23 PM,2023-08-24,1:32:28 AM,Kottayam,Raksha Bandhan,August,13,2,2,1,1904,9520,Tuesday,8,Aug,
820,C033,64,3,2023-08-22,5:51:43 AM,2023-08-26,4:52:23 AM,Hapur,Raksha Bandhan,August,5,4,4,4,1878,5634,Tuesday,8,Aug,
823,C087,64,3,2023-08-27,3:23:25 PM,2023-09-01,2:52:40 PM,Alappuzha,Raksha Bandhan,August,15,5,5,14,1878,5634,Sunday,8,Aug,
827,C086,9,1,2023-08-29,10:10:46 PM,2023-08-30,12:51:55 AM,Surendranagar Dudhrej,Raksha Bandhan,August,22,1,1,0,1605,1605,Tuesday,8,Aug,
850,C092,21,4,2023-08-23,11:15:17 PM,2023-08-25,10:31:01 AM,Darbhanga,Raksha Bandhan,August,23,2,2,10,1561,6244,Wednesday,8,Aug,
856,C077,21,2,2023-08-27,5:40:11 PM,2023-09-02,4:16:50 PM,Kanpur,Raksha Bandhan,August,17,6,6,16,1561,3122,Sunday,8,Aug,
873,C027,64,4,2023-08-26,10:57:00 AM,2023-09-05,3:45:27 PM,Nandyal,Raksha Bandhan,August,10,10,10,15,1878,7512,Saturday,8,Aug,
880,C044,34,5,2023-08-29,10:14:26 PM,2023-08-31,4:54:50 AM,Purnia,Raksha Bandhan,August,22,2,2,4,1335,6675,Tuesday,8,Aug,
881,C015,28,4,2023-08-21,3:17:42 PM,2023-08-28,12:59:45 PM,New Delhi,Raksha Bandhan,August,15,7,7,12,1778,7112,Monday,8,Aug,
882,C089,64,2,2023-08-29,5:32:40 AM,2023-09-08,4:14:53 PM,Srikakulam,Raksha Bandhan,August,5,10,10,16,1878,3756,Tuesday,8,Aug,
886,C045,53,3,2023-08-21,8:23:02 AM,2023-08-25,7:52:35 PM,Nanded,Raksha Bandhan,August,8,4,4,19,1672,5016,Monday,8,Aug,
897,C031,34,5,2023-08-25,7:53:21 AM,2023-09-01,2:02:50 PM,Dhule,Raksha Bandhan,August,7,7,7,14,1335,6675,Friday,8,Aug,
901,C043,27,4,2023-08-22,7:55:38 AM,2023-08-27,1:32:30 AM,Deoghar,Raksha Bandhan,August,7,5,5,1,548,2192,Tuesday,8,Aug,
908,C090,28,5,2023-08-22,3:51:25 PM,2023-08-24,10:50:08 PM,Ozhukarai,Raksha Bandhan,August,15,2,2,22,1778,8890,Tuesday,8,Aug,
910,C066,55,4,2023-08-26,2:03:23 AM,2023-09-04,5:03:10 PM,Kamarhati,Raksha Bandhan,August,2,9,9,17,1904,7616,Saturday,8,Aug,
912,C062,9,4,2023-08-29,3:09:59 AM,2023-09-06,11:36:14 AM,Ghaziabad,Raksha Bandhan,August,3,8,8,11,1605,6420,Tuesday,8,Aug,
934,C022,27,5,2023-08-22,12:41:04 AM,2023-08-23,8:38:52 AM,Agartala,Raksha Bandhan,August,0,1,1,8,548,2740,Tuesday,8,Aug,
935,C046,27,5,2023-08-20,9:38:15 AM,2023-08-29,5:18:37 PM,Kurnool,Raksha Bandhan,August,9,9,9,17,548,2740,Sunday,8,Aug,
938,C005,59,3,2023-08-29,6:12:49 PM,2023-09-08,1:17:33 AM,Ratlam,Raksha Bandhan,August,18,10,10,1,811,2433,Tuesday,8,Aug,
